Title,IMDb Score,Metacritic Score,Awards Received,Awards Nominated For,IMDb Votes
Forgetting Sarah Marshall,7.1,67.0,4.0,19.0,265029.0
The Fault in Our Stars,7.7,69.0,21.0,15.0,345122.0
Im So Excited,5.6,55.0,3.0,10.0,22199.0
Eat Pray Love,5.8,50.0,2.0,2.0,89657.0
Rust and Bone,7.5,73.0,32.0,71.0,64018.0
Fun with Dick and Jane,6.2,47.0,1.0,7.0,135436.0
The Descendants,7.3,84.0,66.0,146.0,232888.0
Save the Last Dance,6.2,53.0,6.0,8.0,57560.0
The Lunchbox,7.8,76.0,28.0,38.0,50682.0
Death Race,6.4,43.0,1.0,5.0,197950.0
Dr. Seuss The Lorax,6.4,46.0,4.0,8.0,99430.0
The Counselor,5.3,48.0,5.0,3.0,96562.0
Closer,7.2,65.0,22.0,50.0,203653.0
Dr. Seuss The Cat in the Hat,4.0,19.0,7.0,22.0,52536.0
Chronicle,7.0,69.0,2.0,7.0,239862.0
Byzantium,6.5,66.0,2.0,7.0,41328.0
Big Trouble in Little China,7.3,53.0,1.0,1.0,123872.0
The Bling Ring,5.6,66.0,4.0,7.0,83640.0
Blue Jasmine,7.3,78.0,56.0,81.0,192218.0
The Way Way Back,7.4,68.0,5.0,30.0,140649.0
Moneyball,7.6,87.0,30.0,81.0,371088.0
Burlesque,6.4,47.0,6.0,19.0,79193.0
The Grand Budapest Hotel,8.1,88.0,134.0,226.0,711053.0
Batman Returns,7.0,68.0,2.0,29.0,275205.0
Resident Evil: Afterlife,5.8,37.0,2.0,8.0,162207.0
Evan Almighty,5.4,37.0,2.0,11.0,139390.0
Arthur Christmas,7.1,69.0,3.0,23.0,52991.0
Rise of the Planet of the Apes,7.6,68.0,21.0,43.0,496902.0
Think Like a Man,6.5,51.0,4.0,13.0,44239.0
South Park: Bigger. Longer and Uncut,7.7,73.0,7.0,11.0,192358.0
Argo,7.7,86.0,95.0,154.0,573638.0
Love and Other Drugs,6.7,55.0,1.0,5.0,181945.0
Jack and Jill,3.3,23.0,14.0,5.0,78453.0
The Amazing Spider-Man,6.9,66.0,2.0,31.0,559478.0
A Haunted House,5.0,20.0,1.0,1.0,43989.0
Fast and Furious,6.6,46.0,6.0,2.0,263455.0
The Fast and the Furious,6.8,58.0,11.0,18.0,348745.0
Transformers: Age of Extinction,5.6,32.0,5.0,23.0,298358.0
Seed of Chucky,4.8,46.0,1.0,6.0,38957.0
The Mummy: Tomb of the Dragon Emperor,5.2,31.0,2.0,6.0,151157.0
Spider-Man 3,6.2,59.0,4.0,44.0,500606.0
Men in Black 3,6.8,58.0,1.0,13.0,335911.0
Two Weeks Notice,6.1,42.0,2.0,3.0,107935.0
Rio 2,6.3,49.0,2.0,24.0,80549.0
Sin City: A Dame to Kill For,6.5,46.0,4.0,6.0,153170.0
2 Fast 2 Furious,5.9,38.0,4.0,13.0,251726.0
The First Wives Club,6.4,58.0,3.0,8.0,43829.0
Star Trek: First Contact,7.6,71.0,8.0,21.0,118196.0
Oceans Thirteen,6.9,62.0,1.0,5.0,321827.0
Assault on Precinct 13,6.3,54.0,1.0,2.0,73387.0
12 Years a Slave,8.1,96.0,242.0,335.0,642352.0
Tsotsi,7.2,70.0,23.0,18.0,27732.0
Tony Manero,6.8,72.0,13.0,8.0,3707.0
Talaash,7.2,65.0,7.0,16.0,39477.0
Shaft,5.9,50.0,1.0,13.0,73632.0
The Score,6.8,71.0,1.0,1.0,121299.0
The Sapphires,7.0,67.0,27.0,26.0,13471.0
The Returned,5.9,47.0,1.0,1.0,8095.0
Red Obsession,6.7,68.0,2.0,4.0,1258.0
Marathon Man,7.4,64.0,4.0,11.0,58369.0
The Piano Teacher,7.5,79.0,18.0,23.0,56639.0
Laurence Anyways,7.7,73.0,20.0,54.0,18612.0
Simon Killer,6.4,63.0,1.0,5.0,4354.0
The Kite Runner,7.6,61.0,6.0,25.0,77445.0
The Immigrant,6.6,77.0,15.0,29.0,29956.0
Trollhunter,7.0,61.0,12.0,13.0,69062.0
The Way He Looks,7.9,71.0,27.0,22.0,23074.0
Star Trek: Generations,6.6,55.0,2.0,4.0,76803.0
The History of Future Folk,7.2,67.0,2.0,2.0,2335.0
The Firm,6.8,58.0,3.0,7.0,120893.0
The Last Sentence,6.0,60.0,3.0,6.0,661.0
The Thieves,6.8,75.0,14.0,23.0,9214.0
The Disappearance of Eleanor Rigby: Them,6.3,57.0,3.0,9.0,11803.0
The Debt,6.8,65.0,13.0,5.0,64154.0
Shall We Dance?,7.6,68.0,55.0,7.0,10496.0
Nobody Knows,8.1,88.0,13.0,10.0,25094.0
Darkness,5.5,15.0,2.0,3.0,18826.0
In Another Country,6.4,69.0,1.0,11.0,2996.0
Concussion,5.7,56.0,4.0,10.0,4903.0
Cinema Paradiso,8.5,80.0,25.0,32.0,232070.0
Merci Pour Le Chocolat,6.7,82.0,5.0,4.0,4821.0
Childs Pose,7.4,77.0,13.0,8.0,7966.0
Christmas with the Kranks,5.4,22.0,3.0,4.0,44614.0
Luck by Chance,7.1,58.0,6.0,7.0,9526.0
Stranger by the Lake,6.9,82.0,19.0,41.0,13289.0
Sympathy for Mr. Vengeance,7.6,56.0,7.0,5.0,62915.0
Bodyguard,4.6,41.0,17.0,11.0,22296.0
Black Friday,8.5,76.0,1.0,4.0,18938.0
Days of Being Wild,7.6,96.0,17.0,9.0,18295.0
The Berlin File,6.6,54.0,10.0,8.0,6595.0
The Babadook,6.8,86.0,55.0,64.0,197502.0
The Barbarian Invasions,7.6,70.0,50.0,37.0,28331.0
Battle Royale,7.6,81.0,7.0,9.0,169442.0
The Awakening,6.5,53.0,4.0,2.0,63368.0
Armadillo,7.5,72.0,10.0,16.0,9314.0
I Am Divine,7.6,70.0,4.0,3.0,2453.0
American Mary,6.3,46.0,15.0,9.0,22895.0
Tuesday. After Christmas,6.9,81.0,7.0,15.0,4356.0
The Grandmaster,6.6,73.0,68.0,72.0,31673.0
Yves Saint Laurent,6.3,51.0,2.0,8.0,11280.0
Waste Land,7.9,78.0,27.0,13.0,8344.0
In the Name of,6.6,52.0,7.0,8.0,2819.0
Waynes World,7.0,57.0,4.0,5.0,144646.0
World War Z,7.0,63.0,3.0,24.0,602843.0
Lady Vengeance,7.6,75.0,12.0,13.0,72188.0
A Room with a View,7.3,83.0,25.0,22.0,39849.0
Velvet Goldmine,7.0,65.0,4.0,12.0,33857.0
Vincent Wants to Sea,7.0,39.0,7.0,4.0,5356.0
The Last Kiss,6.9,65.0,16.0,14.0,8004.0
Code Unknown,7.2,74.0,2.0,4.0,12091.0
Unfinished Song,7.0,57.0,3.0,8.0,7265.0
Undefeated,7.7,71.0,4.0,8.0,6788.0
Titanic,7.8,75.0,123.0,83.0,1048704.0
Sabrina,6.3,56.0,2.0,6.0,36994.0
Sabotage,5.7,41.0,2.0,5.0,59592.0
Rosemarys Baby,8.0,96.0,11.0,12.0,195188.0
Total Recall,7.5,57.0,7.0,16.0,303466.0
Rudy,7.5,71.0,2.0,1.0,57093.0
Departures,8.1,68.0,40.0,12.0,48690.0
Open Water,5.7,63.0,2.0,6.0,51074.0
Oculus,6.5,61.0,3.0,17.0,117814.0
New World,7.6,58.0,8.0,16.0,20577.0
Nell,6.5,60.0,5.0,7.0,27410.0
Youre Next,6.6,66.0,11.0,20.0,88407.0
Metallica Through the Never,7.2,61.0,1.0,3.0,16670.0
Steel Magnolias,7.3,56.0,2.0,7.0,47932.0
Marley,8.0,82.0,1.0,8.0,13208.0
Mr. Nobody,7.8,63.0,11.0,6.0,217003.0
Mud,7.4,76.0,15.0,39.0,168907.0
Love Story,6.9,84.0,10.0,16.0,31237.0
Lovelace,6.2,51.0,1.0,3.0,38774.0
The Last Stand,6.3,54.0,1.0,2.0,133396.0
The Longest Yard,6.4,48.0,3.0,17.0,163224.0
Leprechaun,4.8,17.0,1.0,1.0,23744.0
The Unknown Known,7.1,69.0,2.0,9.0,3935.0
Kundo: Age of the Rampant,6.8,56.0,9.0,11.0,3089.0
Kon-Tiki,7.2,62.0,12.0,14.0,46123.0
Killing Them Softly,6.2,64.0,3.0,9.0,134226.0
Infernal Affairs,8.0,75.0,24.0,26.0,118008.0
Just Another Love Story,7.2,69.0,5.0,9.0,4647.0
The Good. the Bad. the Weird,7.3,69.0,12.0,27.0,33484.0
Chinese Zodiac,6.1,29.0,7.0,13.0,21441.0
Young and Beautiful,6.7,63.0,3.0,7.0,32546.0
Ju-on: The Grudge,6.7,48.0,1.0,1.0,41348.0
Jack Reacher,7.0,50.0,1.0,6.0,309776.0
Sleepless in Seattle,6.8,72.0,4.0,19.0,161292.0
I Give It a Year,5.7,50.0,1.0,1.0,35662.0
Indecent Proposal,6.0,35.0,7.0,8.0,64192.0
Maid in Manhattan,5.3,45.0,1.0,8.0,84331.0
Ilo Ilo,7.3,85.0,34.0,19.0,4366.0
Nymphomaniac: Volume I,6.9,64.0,14.0,30.0,116737.0
Ip Man: The Final Fight,6.2,55.0,4.0,8.0,10696.0
The Interview,6.5,52.0,1.0,6.0,307483.0
House of Flying Daggers,7.5,89.0,26.0,74.0,108020.0
High Noon,7.9,89.0,17.0,10.0,97414.0
Horns,6.5,46.0,4.0,4.0,78008.0
Patriot Games,6.9,64.0,1.0,3.0,103488.0
The Host,7.1,85.0,29.0,35.0,107555.0
Top Gun,6.9,50.0,11.0,5.0,296612.0
Ghost,7.1,52.0,18.0,23.0,198134.0
Galaxy Quest,7.3,70.0,7.0,14.0,150108.0
Godzilla,5.4,32.0,10.0,13.0,182919.0
Wetlands,5.8,77.0,3.0,8.0,11061.0
Fatal Attraction,6.9,67.0,7.0,22.0,76906.0
Fullmetal Alchemist: The Sacred Star of Milos,7.0,54.0,4.0,5.0,4438.0
Flight,7.3,76.0,15.0,45.0,326956.0
If I Want to Whistle. I Whistle,7.1,64.0,19.0,13.0,6058.0
The Phantom of the Opera: Special Edition,7.2,40.0,7.0,42.0,116390.0
The Prince of Egypt,7.1,64.0,12.0,27.0,119291.0
Death Wish,7.0,51.0,1.0,1.0,35863.0
Driving Miss Daisy,7.3,81.0,21.0,24.0,99974.0
Dog Pound,7.0,57.0,1.0,1.0,11223.0
Star Trek Into Darkness,7.7,72.0,7.0,59.0,463568.0
Clear and Present Danger,6.9,74.0,3.0,11.0,90162.0
Congo,5.3,22.0,2.0,11.0,42490.0
Crocodile Dundee,6.6,62.0,3.0,8.0,92778.0
Snowpiercer,7.1,84.0,34.0,105.0,322589.0
The Croods,7.2,55.0,5.0,46.0,194075.0
Blue Ruin,7.1,78.0,7.0,20.0,67790.0
Beverly Hills Cop,7.3,66.0,4.0,5.0,164241.0
Bridget Joness Diary,6.7,66.0,8.0,32.0,227136.0
Braveheart,8.3,68.0,33.0,34.0,961037.0
Jackass Presents: Bad Grandpa,6.5,54.0,1.0,10.0,89228.0
Along Came Polly,6.0,44.0,1.0,9.0,126518.0
Are We There Yet?,4.7,27.0,1.0,8.0,29666.0
The Fifth Element,7.7,52.0,10.0,39.0,435181.0
Scream 4,6.1,52.0,1.0,6.0,128309.0
Elite Squad: The Enemy Within,8.0,71.0,45.0,19.0,79345.0
Don 2,7.1,49.0,8.0,7.0,49521.0
Wolf Creek 2,6.1,44.0,4.0,4.0,18119.0
Beverly Hills Cop II,6.5,48.0,6.0,4.0,107780.0
Anchorman 2: The Legend Continues,6.3,61.0,1.0,24.0,169249.0
How to Train Your Dragon 2,7.8,76.0,15.0,61.0,306697.0
Storage 24,4.5,52.0,1.0,1.0,6686.0
20 Feet from Stardom,7.4,83.0,21.0,27.0,12391.0
The Naked Gun 2 1/2: The Smell of Fear,6.9,65.0,2.0,1.0,105617.0
Tell No One,7.5,82.0,12.0,15.0,51016.0
The One I Love,7.1,66.0,2.0,2.0,35802.0
District 13,7.2,70.0,1.0,1.0,66730.0
14 Blades,6.3,50.0,4.0,4.0,7580.0
Mulholland Dr.,7.9,85.0,49.0,61.0,323777.0
The Lives of Others,8.4,89.0,80.0,38.0,360118.0
The Tall Man,5.9,52.0,1.0,6.0,39067.0
Max Manus: Man of War,7.3,60.0,12.0,8.0,26570.0
Ponyo,7.7,86.0,12.0,20.0,125910.0
My Big Fat Greek Wedding,6.6,62.0,20.0,29.0,120101.0
Flawless,6.5,50.0,3.0,4.0,17758.0
The Great Escape,8.2,86.0,2.0,11.0,225553.0
Carandiru,7.6,71.0,16.0,33.0,18312.0
Hidden (Cache),7.3,83.0,29.0,37.0,74066.0
Spring Breakers,5.3,63.0,10.0,36.0,136069.0
Im Not There,6.9,73.0,28.0,49.0,56575.0
A Fistful of Dollars,8.0,65.0,1.0,4.0,199066.0
A Royal Affair,7.5,73.0,21.0,38.0,44453.0
Sarahs Key,7.5,59.0,5.0,5.0,16183.0
Blue Is the Warmest Color,7.7,89.0,85.0,104.0,139318.0
Patrik. Age 1.5,6.9,65.0,3.0,4.0,9399.0
The Words,7.0,37.0,1.0,3.0,74764.0
Lawless,7.3,58.0,1.0,8.0,228805.0
Jo Nesbos Headhunters,7.5,72.0,8.0,17.0,97333.0
Nine,5.8,49.0,8.0,60.0,42477.0
Volver,7.6,84.0,61.0,94.0,95259.0
Take This Waltz,6.6,68.0,3.0,19.0,27327.0
The Town,7.5,74.0,9.0,46.0,353935.0
Sunshine,7.2,64.0,1.0,22.0,233766.0
Secretary,7.0,63.0,15.0,26.0,83562.0
Soul Surfer,7.0,53.0,2.0,12.0,45980.0
Ray,7.7,73.0,54.0,54.0,138703.0
Quartet,6.8,64.0,4.0,5.0,19231.0
Push,6.1,36.0,1.0,2.0,105973.0
Meet the Parents,7.0,73.0,7.0,15.0,311557.0
The Mask,6.9,56.0,6.0,21.0,347614.0
Shes the Man,6.3,45.0,2.0,5.0,146032.0
Super Size Me,7.2,73.0,7.0,12.0,101226.0
Memento,8.4,80.0,57.0,59.0,1127675.0
The Iron Lady,6.4,54.0,25.0,47.0,103595.0
The Island,6.8,50.0,1.0,6.0,300574.0
The Ides of March,7.1,67.0,9.0,35.0,215797.0
Wuthering Heights,6.0,70.0,6.0,9.0,9475.0
Notting Hill,7.1,68.0,11.0,17.0,276370.0
Glory,7.8,78.0,14.0,18.0,123569.0
Jack the Giant Slayer,6.2,51.0,1.0,4.0,132163.0
Green Lantern,5.5,39.0,3.0,6.0,267220.0
The Hills Have Eyes,6.4,52.0,2.0,13.0,158947.0
Killer Elite,6.4,44.0,2.0,8.0,124128.0
Eragon,5.1,38.0,1.0,6.0,122138.0
Taxi Driver,8.2,94.0,21.0,20.0,727103.0
Shaun of the Dead,7.9,76.0,13.0,20.0,513229.0
Dune,6.5,39.0,2.0,5.0,128215.0
Il Divo,7.3,81.0,32.0,40.0,16232.0
Me and You,6.6,57.0,8.0,13.0,5396.0
Declaration of War,7.0,73.0,10.0,11.0,4975.0
The Edukators,7.5,68.0,11.0,6.0,30719.0
Wadjda,7.5,81.0,22.0,34.0,18964.0
The Pianist,8.5,85.0,57.0,74.0,733787.0
The Orphanage,7.4,74.0,32.0,43.0,146941.0
Dirty Dancing,7.0,65.0,11.0,6.0,204293.0
Trois Couleurs - Rouge,8.1,100.0,19.0,29.0,91291.0
Chloe,6.3,48.0,3.0,5.0,69670.0
Gomorrah,7.0,87.0,34.0,41.0,46477.0
Casino,8.2,73.0,4.0,11.0,467824.0
Trois Couleurs - Blanc,7.6,88.0,2.0,7.0,64781.0
Basic Instinct,7.0,41.0,5.0,23.0,179196.0
The Blair Witch Project,6.5,81.0,19.0,26.0,233025.0
Babe,6.8,83.0,20.0,26.0,117108.0
Blades of Glory,6.3,64.0,3.0,10.0,158450.0
The Incredible Burt Wonderstone,5.9,44.0,1.0,4.0,70901.0
Beastly,5.6,40.0,1.0,1.0,75529.0
The Taste of Money,5.7,54.0,1.0,5.0,1347.0
Let the Bullets Fly,7.3,66.0,28.0,38.0,9446.0
Trois Couleurs - Bleu,7.9,85.0,21.0,18.0,90376.0
The Intouchables,8.5,57.0,38.0,40.0,763711.0
Prince Avalanche,6.4,73.0,3.0,6.0,19039.0
Love Is All You Need,6.5,60.0,4.0,13.0,13320.0
Burn After Reading,7.0,63.0,8.0,32.0,310893.0
Master and Commander: The Far Side of the World,7.4,81.0,23.0,90.0,203485.0
Only Lovers Left Alive,7.3,79.0,8.0,44.0,91278.0
Love Actually,7.6,55.0,10.0,29.0,437293.0
Charlies Angels: Full Throttle,4.9,48.0,9.0,21.0,121115.0
The Men Who Stare at Goats,6.2,54.0,1.0,1.0,127189.0
O Brother. Where Art Thou?,7.7,69.0,7.0,39.0,288088.0
Nanny McPhee Returns,6.1,52.0,1.0,2.0,28668.0
Tucker and Dale vs. Evil,7.5,65.0,10.0,14.0,165752.0
The Aviator,7.5,77.0,86.0,130.0,335610.0
Couples Retreat,5.5,23.0,1.0,4.0,101915.0
Austin Powers: International Man of Mystery,7.0,51.0,3.0,8.0,221785.0
Avengers Assemble,8.0,69.0,38.0,80.0,1263208.0
V for Vendetta,8.2,62.0,7.0,29.0,1036181.0
Scary Movie 4,5.1,40.0,1.0,3.0,113990.0
Saw III,6.2,48.0,1.0,9.0,179011.0
Beowulf,6.2,59.0,3.0,19.0,161848.0
Terminator 2: Judgment Day,8.5,75.0,36.0,33.0,996880.0
Happy Feet Two,5.9,50.0,3.0,9.0,41900.0
Saw II,6.6,40.0,4.0,11.0,233531.0
Crank 2: High Voltage,6.2,41.0,1.0,2.0,140837.0
Lock. Stock and Two Smoking Barrels,8.2,66.0,13.0,9.0,536498.0
21 Jump Street,7.2,69.0,11.0,21.0,511995.0
28 Weeks Later,7.0,78.0,3.0,16.0,258732.0
One Hour Photo,6.8,64.0,6.0,22.0,115015.0
Apollo 18,5.2,24.0,1.0,2.0,53947.0
17 Again,6.4,48.0,3.0,5.0,181857.0
The Motorcycle Diaries,7.8,75.0,36.0,49.0,97028.0
XXY,7.1,67.0,26.0,14.0,13382.0
The Women,5.0,27.0,4.0,4.0,20516.0
Unaccompanied Minors,5.3,43.0,1.0,3.0,10491.0
Underworld,7.0,42.0,1.0,10.0,253232.0
The Untouchables,7.9,79.0,11.0,16.0,282823.0
Taken,7.8,51.0,2.0,2.0,566184.0
The Truman Show,8.1,90.0,40.0,69.0,941803.0
Sanctum,5.9,42.0,1.0,1.0,53669.0
The Sweetest Thing,5.2,32.0,1.0,4.0,55006.0
Sahara,6.0,41.0,2.0,5.0,92529.0
Species,5.8,49.0,3.0,6.0,74451.0
Sideways,7.5,94.0,123.0,90.0,179428.0
The Usual Suspects,8.5,77.0,37.0,17.0,993506.0
Terminator: Salvation,6.5,49.0,2.0,13.0,343941.0
Salt,6.4,65.0,4.0,16.0,295970.0
The Devils Rejects,6.8,53.0,10.0,7.0,93431.0
The Reader,7.6,58.0,26.0,48.0,230951.0
Rambo,7.0,46.0,1.0,1.0,218401.0
Semi-Pro,5.8,47.0,1.0,4.0,78550.0
Road to Perdition,7.7,72.0,23.0,82.0,248091.0
Saving Private Ryan,8.6,91.0,79.0,75.0,1239035.0
Snakes on a Plane,5.4,58.0,3.0,8.0,132644.0
School of Rock,7.1,82.0,8.0,23.0,269715.0
Oblivion,7.0,54.0,1.0,17.0,486996.0
We Own the Night,6.8,59.0,2.0,6.0,85067.0
The Social Network,7.7,95.0,173.0,185.0,626530.0
The Raid,7.6,73.0,8.0,13.0,190826.0
Marie Antoinette,6.5,65.0,19.0,23.0,102031.0
My Week with Marilyn,6.9,65.0,19.0,63.0,83528.0
Mystic River,7.9,84.0,57.0,143.0,419961.0
Muppets Most Wanted,6.4,61.0,3.0,11.0,31850.0
Yes Man,6.8,46.0,3.0,9.0,336720.0
Milk,7.5,84.0,67.0,143.0,164931.0
Mirror Mirror,5.6,46.0,2.0,9.0,84320.0
The Matrix Revolutions,6.8,47.0,5.0,36.0,449467.0
The Matrix Reloaded,7.2,62.0,8.0,34.0,516628.0
The Matrix,8.7,73.0,41.0,51.0,1684368.0
To Rome with Love,6.3,54.0,2.0,5.0,84547.0
Zoolander,6.5,61.0,1.0,11.0,246939.0
Silence of the Lambs,8.6,85.0,68.0,51.0,1274200.0
The Last Samurai,7.7,55.0,21.0,66.0,401067.0
Stuart Little,5.9,61.0,7.0,14.0,126079.0
Limitless,7.4,59.0,2.0,8.0,527190.0
The Shining,8.4,66.0,4.0,8.0,903503.0
Knocked Up,6.9,85.0,8.0,26.0,351002.0
Mortal Kombat: The Movie,5.8,58.0,1.0,3.0,103372.0
The Kings Speech,8.0,88.0,109.0,205.0,641590.0
The Karate Kid,7.3,60.0,2.0,3.0,198244.0
Romeo + Juliet,6.7,60.0,15.0,29.0,210797.0
Jumanji,7.0,39.0,4.0,11.0,309869.0
Rugrats in Paris: The Movie,6.1,62.0,3.0,7.0,11322.0
Dancer in the Dark,8.0,61.0,35.0,49.0,102514.0
Identity Thief,5.7,35.0,1.0,9.0,125199.0
Lost in Translation,7.7,89.0,98.0,131.0,417100.0
Star Trek: Insurrection,6.4,64.0,3.0,8.0,70868.0
Monster-in-Law,5.6,31.0,1.0,10.0,56955.0
The September Issue,7.1,69.0,2.0,5.0,7414.0
Midnight in Paris,7.7,81.0,26.0,102.0,389511.0
I Love You Phillip Morris,6.6,65.0,6.0,11.0,91642.0
P.S. I Love You,7.0,39.0,2.0,4.0,200663.0
Invictus,7.3,74.0,12.0,37.0,150134.0
Irreversible,7.4,51.0,3.0,13.0,120684.0
Immortals,6.0,46.0,1.0,6.0,160997.0
Inception,8.8,74.0,156.0,218.0,2072912.0
The Dukes of Hazzard,5.1,33.0,5.0,14.0,75779.0
I Dont Know How She Does It,4.9,38.0,2.0,2.0,19473.0
Rush Hour,7.0,60.0,6.0,9.0,239712.0
Hes Just Not That Into You,6.4,47.0,1.0,4.0,162418.0
Sherlock Holmes,7.6,57.0,10.0,31.0,584714.0
Hotel Transylvania,7.1,47.0,2.0,15.0,225082.0
Hunger,7.6,82.0,49.0,38.0,66342.0
The Good Shepherd,6.7,61.0,2.0,13.0,98614.0
Why Did I Get Married?,5.9,54.0,1.0,4.0,12279.0
Gainsbourg: A Heroic Life,7.0,58.0,7.0,8.0,9490.0
Gran Torino,8.1,72.0,21.0,22.0,721546.0
Generation War,8.5,57.0,22.0,8.0,26126.0
Gandhi,8.0,79.0,35.0,21.0,218239.0
Gattaca,7.8,64.0,6.0,16.0,281421.0
GoodFellas,8.7,90.0,44.0,38.0,1024163.0
The Other Guys,6.7,64.0,3.0,15.0,243862.0
Grease,7.2,70.0,4.0,10.0,242803.0
Meet the Fockers,6.3,41.0,2.0,7.0,253599.0
The Lord of the Rings: The Fellowship of the Ring,8.8,92.0,119.0,125.0,1664865.0
Fish Tank,7.3,81.0,21.0,29.0,59180.0
From Prada to Nada,5.5,39.0,2.0,3.0,14421.0
Friday,7.3,54.0,1.0,5.0,100390.0
Full Metal Jacket,8.3,76.0,8.0,15.0,677423.0
Whatever Works,7.1,45.0,2.0,1.0,71184.0
The Exorcist,8.0,81.0,16.0,17.0,363241.0
Jane Eyre,7.3,76.0,10.0,16.0,81866.0
The Polar Express,6.6,61.0,5.0,26.0,180785.0
Eternal Sunshine of the Spotless Mind,8.3,89.0,73.0,111.0,915617.0
Evil Dead,6.5,57.0,6.0,18.0,156930.0
Drillbit Taylor,5.7,41.0,1.0,2.0,58208.0
Delicatessen,7.6,66.0,15.0,16.0,80781.0
Rescue Dawn,7.3,77.0,1.0,6.0,101211.0
Made in Dagenham,7.2,65.0,3.0,17.0,14521.0
Mr. Deeds,5.8,24.0,5.0,9.0,136693.0
The Departed,8.5,85.0,98.0,140.0,1195060.0
Valentines Day,5.7,34.0,7.0,12.0,114729.0
The Muppets,7.1,75.0,17.0,43.0,87653.0
Downfall,8.2,82.0,22.0,34.0,332021.0
Drive,7.8,78.0,80.0,179.0,573254.0
Django Unchained,8.4,81.0,58.0,157.0,1360609.0
The Constant Gardener,7.4,82.0,36.0,68.0,132846.0
The Chaser,7.8,64.0,27.0,25.0,58735.0
Source Code,7.5,74.0,1.0,8.0,485354.0
Margin Call,7.1,76.0,8.0,24.0,117350.0
Conviction,7.2,61.0,9.0,9.0,42459.0
The Da Vinci Code,6.6,46.0,8.0,21.0,402079.0
Lara Croft Tomb Raider: The Cradle of Life,5.6,43.0,1.0,3.0,130282.0
Spirit: Stallion of the Cimarron,7.2,52.0,10.0,22.0,65903.0
How the Grinch Stole Christmas,6.2,46.0,18.0,37.0,216148.0
Clash of the Titans,5.8,39.0,4.0,14.0,270974.0
Coraline,7.7,80.0,8.0,46.0,198860.0
Crank,6.9,57.0,2.0,2.0,234584.0
Winters Bone,7.1,90.0,63.0,131.0,136315.0
Million Dollar Baby,8.1,86.0,68.0,85.0,638045.0
Brokeback Mountain,7.7,87.0,142.0,131.0,324736.0
Rumble in the Bronx,6.8,61.0,2.0,11.0,38919.0
Thats My Boy,5.5,31.0,5.0,10.0,91715.0
The Woman in Black,6.4,62.0,5.0,14.0,174470.0
Blue Valentine,7.4,81.0,9.0,56.0,185004.0
Behind Enemy Lines,6.4,49.0,1.0,2.0,98675.0
Vicky Cristina Barcelona,7.1,70.0,32.0,54.0,242913.0
The Curious Case of Benjamin Button,7.8,70.0,84.0,158.0,591035.0
Bachelorette,5.3,53.0,1.0,2.0,45367.0
Stand by Me,8.1,75.0,5.0,11.0,364302.0
Corpse Bride,7.3,83.0,9.0,30.0,246136.0
Blood Diamond,8.0,64.0,8.0,32.0,501057.0
My Best Friends Wedding,6.3,50.0,12.0,24.0,130091.0
The Bucket List,7.4,42.0,3.0,4.0,231199.0
Silver Linings Playbook,7.7,81.0,89.0,148.0,663150.0
The Inbetweeners Movie,6.7,44.0,2.0,4.0,78546.0
The Blind Side,7.6,53.0,9.0,30.0,294435.0
The Dark Knight,9.0,84.0,158.0,163.0,2308981.0
Batman Begins,8.2,70.0,14.0,78.0,1313328.0
Zack and Miri Make a Porno,6.5,56.0,2.0,4.0,172173.0
A Single Man,7.6,77.0,39.0,58.0,106435.0
The Kids Are All Right,7.0,86.0,29.0,133.0,125911.0
A.I. Artificial Intelligence,7.2,65.0,17.0,71.0,290723.0
Aquamarine,5.3,51.0,1.0,5.0,38152.0
A History of Violence,7.4,81.0,37.0,84.0,224399.0
A Clockwork Orange,8.3,77.0,12.0,24.0,759591.0
Good Night. and Good Luck,7.4,80.0,39.0,128.0,94280.0
Kick-Ass,7.6,66.0,19.0,61.0,525499.0
A Knights Tale,6.9,56.0,4.0,13.0,171756.0
Arthur and the Invisibles,6.0,39.0,1.0,4.0,33330.0
Anger Management,6.3,52.0,2.0,4.0,203309.0
Cats and Dogs: The Revenge of Kitty Galore,4.3,30.0,1.0,3.0,14071.0
Cloud Atlas,7.4,55.0,15.0,79.0,345225.0
The Last Airbender,4.0,20.0,8.0,12.0,152838.0
A Cinderella Story,5.9,25.0,6.0,8.0,81221.0
I Am Legend,7.2,65.0,9.0,23.0,689094.0
After Earth,4.8,33.0,3.0,8.0,191933.0
American Gangster,7.8,76.0,13.0,37.0,393374.0
Annie,6.6,39.0,2.0,13.0,39965.0
Angels and Demons,6.7,48.0,1.0,5.0,274847.0
50/50,7.6,72.0,12.0,28.0,316179.0
Ghostbusters,7.8,71.0,6.0,8.0,356041.0
Four Christmases,5.7,41.0,1.0,1.0,66325.0
Movie 43,4.3,18.0,4.0,5.0,99679.0
The 40-Year-Old Virgin,7.1,73.0,10.0,19.0,397258.0
Iron Man 3,7.1,62.0,20.0,63.0,757267.0
Terminator 3: Rise of the Machines,6.3,66.0,3.0,24.0,377759.0
Zero Dark Thirty,7.4,95.0,86.0,173.0,272462.0
[Rec] 3: Genesis,5.0,45.0,2.0,8.0,33308.0
Scooby-Doo 2: Monsters Unleashed,5.1,34.0,1.0,4.0,50266.0
American Pie 2,6.4,43.0,8.0,6.0,240656.0
The Hangover: Part II,6.5,44.0,5.0,18.0,464740.0
